lambda nm,X,Y,Z
615.1,1.01E+00,4.88E-01,0.00E+00
615.2,1.00E+00,4.87E-01,0.00E+00
615.3,1.00E+00,4.85E-01,0.00E+00
615.4,1.00E+00,4.84E-01,0.00E+00
615.5,9.99E-01,4.83E-01,0.00E+00
615.6,9.97E-01,4.81E-01,0.00E+00
615.7,9.95E-01,4.80E-01,0.00E+00
615.8,9.93E-01,4.79E-01,0.00E+00
615.9,9.91E-01,4.77E-01,0.00E+00
616,9.90E-01,4.76E-01,0.00E+00
616.1,9.88E-01,4.75E-01,0.00E+00
616.2,9.86E-01,4.73E-01,0.00E+00
616.3,9.84E-01,4.72E-01,0.00E+00
616.4,9.82E-01,4.71E-01,0.00E+00
616.5,9.80E-01,4.69E-01,0.00E+00
616.6,9.79E-01,4.68E-01,0.00E+00
616.7,9.77E-01,4.66E-01,0.00E+00
616.8,9.75E-01,4.65E-01,0.00E+00
616.9,9.73E-01,4.64E-01,0.00E+00
617,9.71E-01,4.62E-01,0.00E+00
617.1,9.69E-01,4.61E-01,0.00E+00
617.2,9.67E-01,4.60E-01,0.00E+00
617.3,9.66E-01,4.58E-01,0.00E+00
617.4,9.64E-01,4.57E-01,0.00E+00
617.5,9.62E-01,4.56E-01,0.00E+00
617.6,9.60E-01,4.54E-01,0.00E+00
617.7,9.58E-01,4.53E-01,0.00E+00
617.8,9.56E-01,4.52E-01,0.00E+00
617.9,9.54E-01,4.50E-01,0.00E+00
618,9.52E-01,4.49E-01,0.00E+00
618.1,9.50E-01,4.48E-01,0.00E+00
618.2,9.49E-01,4.46E-01,0.00E+00
618.3,9.47E-01,4.45E-01,0.00E+00
618.4,9.45E-01,4.44E-01,0.00E+00
618.5,9.43E-01,4.42E-01,0.00E+00
618.6,9.41E-01,4.41E-01,0.00E+00
618.7,9.39E-01,4.40E-01,0.00E+00
618.8,9.37E-01,4.38E-01,0.00E+00
618.9,9.35E-01,4.37E-01,0.00E+00
619,9.33E-01,4.36E-01,0.00E+00
619.1,9.31E-01,4.35E-01,0.00E+00
619.2,9.30E-01,4.33E-01,0.00E+00
619.3,9.28E-01,4.32E-01,0.00E+00
619.4,9.26E-01,4.31E-01,0.00E+00
619.5,9.24E-01,4.29E-01,0.00E+00
619.6,9.22E-01,4.28E-01,0.00E+00
619.7,9.20E-01,4.27E-01,0.00E+00
619.8,9.18E-01,4.26E-01,0.00E+00
619.9,9.16E-01,4.24E-01,0.00E+00
620,9.14E-01,4.23E-01,0.00E+00
620.1,9.12E-01,4.22E-01,0.00E+00
620.2,9.10E-01,4.20E-01,0.00E+00
620.3,9.09E-01,4.19E-01,0.00E+00
620.4,9.07E-01,4.18E-01,0.00E+00
620.5,9.05E-01,4.17E-01,0.00E+00
620.6,9.03E-01,4.15E-01,0.00E+00
620.7,9.01E-01,4.14E-01,0.00E+00
620.8,8.99E-01,4.13E-01,0.00E+00
620.9,8.97E-01,4.12E-01,0.00E+00
621,8.95E-01,4.10E-01,0.00E+00
621.1,8.93E-01,4.09E-01,0.00E+00
621.2,8.91E-01,4.08E-01,0.00E+00
621.3,8.90E-01,4.07E-01,0.00E+00
621.4,8.88E-01,4.05E-01,0.00E+00
621.5,8.86E-01,4.04E-01,0.00E+00
621.6,8.84E-01,4.03E-01,0.00E+00
621.7,8.82E-01,4.02E-01,0.00E+00
621.8,8.80E-01,4.01E-01,0.00E+00
621.9,8.78E-01,3.99E-01,0.00E+00
622,8.76E-01,3.98E-01,0.00E+00
622.1,8.74E-01,3.97E-01,0.00E+00
622.2,8.72E-01,3.96E-01,0.00E+00
622.3,8.70E-01,3.94E-01,0.00E+00
622.4,8.68E-01,3.93E-01,0.00E+00
622.5,8.66E-01,3.92E-01,0.00E+00
622.6,8.64E-01,3.91E-01,0.00E+00
622.7,8.62E-01,3.89E-01,0.00E+00
622.8,8.60E-01,3.88E-01,0.00E+00
622.9,8.58E-01,3.87E-01,0.00E+00
623,8.56E-01,3.86E-01,0.00E+00
623.1,8.54E-01,3.84E-01,0.00E+00
623.2,8.52E-01,3.83E-01,0.00E+00
623.3,8.50E-01,3.82E-01,0.00E+00
623.4,8.48E-01,3.81E-01,0.00E+00
623.5,8.46E-01,3.80E-01,0.00E+00
623.6,8.44E-01,3.78E-01,0.00E+00
623.7,8.42E-01,3.77E-01,0.00E+00
623.8,8.40E-01,3.76E-01,0.00E+00
623.9,8.38E-01,3.75E-01,0.00E+00
624,8.35E-01,3.73E-01,0.00E+00
624.1,8.33E-01,3.72E-01,0.00E+00
624.2,8.31E-01,3.71E-01,0.00E+00
624.3,8.29E-01,3.70E-01,0.00E+00
624.4,8.27E-01,3.68E-01,0.00E+00
624.5,8.25E-01,3.67E-01,0.00E+00
624.6,8.22E-01,3.66E-01,0.00E+00
624.7,8.20E-01,3.65E-01,0.00E+00
624.8,8.18E-01,3.63E-01,0.00E+00
624.9,8.16E-01,3.62E-01,0.00E+00
625,8.14E-01,3.61E-01,0.00E+00
625.1,8.11E-01,3.60E-01,0.00E+00
625.2,8.09E-01,3.58E-01,0.00E+00
625.3,8.07E-01,3.57E-01,0.00E+00
625.4,8.04E-01,3.56E-01,0.00E+00
625.5,8.02E-01,3.55E-01,0.00E+00
625.6,8.00E-01,3.53E-01,0.00E+00
625.7,7.98E-01,3.52E-01,0.00E+00
625.8,7.95E-01,3.51E-01,0.00E+00
625.9,7.93E-01,3.50E-01,0.00E+00
626,7.90E-01,3.48E-01,0.00E+00
626.1,7.88E-01,3.47E-01,0.00E+00
626.2,7.86E-01,3.46E-01,0.00E+00
626.3,7.83E-01,3.44E-01,0.00E+00
626.4,7.81E-01,3.43E-01,0.00E+00
626.5,7.79E-01,3.42E-01,0.00E+00
626.6,7.76E-01,3.41E-01,0.00E+00
626.7,7.74E-01,3.39E-01,0.00E+00
626.8,7.71E-01,3.38E-01,0.00E+00
626.9,7.69E-01,3.37E-01,0.00E+00
627,7.66E-01,3.36E-01,0.00E+00
627.1,7.64E-01,3.34E-01,0.00E+00
627.2,7.62E-01,3.33E-01,0.00E+00
627.3,7.59E-01,3.32E-01,0.00E+00
627.4,7.57E-01,3.30E-01,0.00E+00
627.5,7.54E-01,3.29E-01,0.00E+00
627.6,7.52E-01,3.28E-01,0.00E+00
627.7,7.49E-01,3.27E-01,0.00E+00
627.8,7.47E-01,3.25E-01,0.00E+00
627.9,7.44E-01,3.24E-01,0.00E+00
628,7.42E-01,3.23E-01,0.00E+00
628.1,7.39E-01,3.22E-01,0.00E+00
628.2,7.37E-01,3.20E-01,0.00E+00
628.3,7.34E-01,3.19E-01,0.00E+00
628.4,7.32E-01,3.18E-01,0.00E+00
628.5,7.30E-01,3.17E-01,0.00E+00
628.6,7.27E-01,3.15E-01,0.00E+00
628.7,7.25E-01,3.14E-01,0.00E+00
628.8,7.22E-01,3.13E-01,0.00E+00
628.9,7.20E-01,3.12E-01,0.00E+00
629,7.17E-01,3.10E-01,0.00E+00
629.1,7.15E-01,3.09E-01,0.00E+00
629.2,7.12E-01,3.08E-01,0.00E+00
629.3,7.10E-01,3.07E-01,0.00E+00
629.4,7.07E-01,3.05E-01,0.00E+00
629.5,7.05E-01,3.04E-01,0.00E+00
629.6,7.02E-01,3.03E-01,0.00E+00
629.7,7.00E-01,3.02E-01,0.00E+00
629.8,6.97E-01,3.01E-01,0.00E+00
629.9,6.95E-01,2.99E-01,0.00E+00
630,6.92E-01,2.98E-01,0.00E+00
630.1,6.90E-01,2.97E-01,0.00E+00
630.2,6.88E-01,2.96E-01,0.00E+00
630.3,6.85E-01,2.94E-01,0.00E+00
630.4,6.83E-01,2.93E-01,0.00E+00
630.5,6.80E-01,2.92E-01,0.00E+00
630.6,6.78E-01,2.91E-01,0.00E+00
630.7,6.75E-01,2.90E-01,0.00E+00
630.8,6.73E-01,2.88E-01,0.00E+00
630.9,6.71E-01,2.87E-01,0.00E+00
631,6.68E-01,2.86E-01,0.00E+00
631.1,6.66E-01,2.85E-01,0.00E+00
631.2,6.63E-01,2.84E-01,0.00E+00
631.3,6.61E-01,2.83E-01,0.00E+00
631.4,6.59E-01,2.81E-01,0.00E+00
631.5,6.56E-01,2.80E-01,0.00E+00
631.6,6.54E-01,2.79E-01,0.00E+00
631.7,6.51E-01,2.78E-01,0.00E+00
631.8,6.49E-01,2.77E-01,0.00E+00
631.9,6.47E-01,2.76E-01,0.00E+00
632,6.44E-01,2.74E-01,0.00E+00
632.1,6.42E-01,2.73E-01,0.00E+00
632.2,6.40E-01,2.72E-01,0.00E+00
632.3,6.37E-01,2.71E-01,0.00E+00
632.4,6.35E-01,2.70E-01,0.00E+00
632.5,6.32E-01,2.69E-01,0.00E+00
632.6,6.30E-01,2.68E-01,0.00E+00
632.7,6.28E-01,2.67E-01,0.00E+00
632.8,6.25E-01,2.65E-01,0.00E+00
632.9,6.23E-01,2.64E-01,0.00E+00
633,6.21E-01,2.63E-01,0.00E+00
633.1,6.19E-01,2.62E-01,0.00E+00
633.2,6.16E-01,2.61E-01,0.00E+00
633.3,6.14E-01,2.60E-01,0.00E+00
633.4,6.12E-01,2.59E-01,0.00E+00
633.5,6.09E-01,2.58E-01,0.00E+00
633.6,6.07E-01,2.57E-01,0.00E+00
633.7,6.05E-01,2.56E-01,0.00E+00
633.8,6.02E-01,2.54E-01,0.00E+00
633.9,6.00E-01,2.53E-01,0.00E+00
634,5.98E-01,2.52E-01,0.00E+00
634.1,5.96E-01,2.51E-01,0.00E+00
634.2,5.93E-01,2.50E-01,0.00E+00
634.3,5.91E-01,2.49E-01,0.00E+00
634.4,5.89E-01,2.48E-01,0.00E+00
634.5,5.87E-01,2.47E-01,0.00E+00
634.6,5.84E-01,2.46E-01,0.00E+00
634.7,5.82E-01,2.45E-01,0.00E+00
634.8,5.80E-01,2.44E-01,0.00E+00
634.9,5.78E-01,2.43E-01,0.00E+00
635,5.76E-01,2.42E-01,0.00E+00
635.1,5.73E-01,2.41E-01,0.00E+00
635.2,5.71E-01,2.40E-01,0.00E+00
635.3,5.69E-01,2.39E-01,0.00E+00
635.4,5.67E-01,2.38E-01,0.00E+00
635.5,5.65E-01,2.37E-01,0.00E+00
635.6,5.62E-01,2.36E-01,0.00E+00
635.7,5.60E-01,2.35E-01,0.00E+00
635.8,5.58E-01,2.33E-01,0.00E+00
635.9,5.56E-01,2.32E-01,0.00E+00
636,5.54E-01,2.31E-01,0.00E+00
636.1,5.52E-01,2.30E-01,0.00E+00
636.2,5.49E-01,2.29E-01,0.00E+00
636.3,5.47E-01,2.28E-01,0.00E+00
636.4,5.45E-01,2.27E-01,0.00E+00
636.5,5.43E-01,2.27E-01,0.00E+00
636.6,5.41E-01,2.26E-01,0.00E+00
636.7,5.39E-01,2.25E-01,0.00E+00
636.8,5.37E-01,2.24E-01,0.00E+00
636.9,5.35E-01,2.23E-01,0.00E+00
637,5.33E-01,2.22E-01,0.00E+00
637.1,5.30E-01,2.21E-01,0.00E+00
637.2,5.28E-01,2.20E-01,0.00E+00
637.3,5.26E-01,2.19E-01,0.00E+00
637.4,5.24E-01,2.18E-01,0.00E+00
637.5,5.22E-01,2.17E-01,0.00E+00
637.6,5.20E-01,2.16E-01,0.00E+00
637.7,5.18E-01,2.15E-01,0.00E+00
637.8,5.16E-01,2.14E-01,0.00E+00
637.9,5.14E-01,2.13E-01,0.00E+00
638,5.12E-01,2.12E-01,0.00E+00
638.1,5.10E-01,2.11E-01,0.00E+00
638.2,5.08E-01,2.10E-01,0.00E+00
638.3,5.06E-01,2.09E-01,0.00E+00
638.4,5.04E-01,2.08E-01,0.00E+00
638.5,5.02E-01,2.08E-01,0.00E+00
638.6,5.00E-01,2.07E-01,0.00E+00
638.7,4.98E-01,2.06E-01,0.00E+00
638.8,4.96E-01,2.05E-01,0.00E+00
638.9,4.94E-01,2.04E-01,0.00E+00
639,4.92E-01,2.03E-01,0.00E+00
639.1,4.90E-01,2.02E-01,0.00E+00
639.2,4.88E-01,2.01E-01,0.00E+00
639.3,4.86E-01,2.00E-01,0.00E+00
639.4,4.84E-01,2.00E-01,0.00E+00
639.5,4.83E-01,1.99E-01,0.00E+00
639.6,4.81E-01,1.98E-01,0.00E+00
639.7,4.79E-01,1.97E-01,0.00E+00
639.8,4.77E-01,1.96E-01,0.00E+00
639.9,4.75E-01,1.95E-01,0.00E+00
640,4.73E-01,1.94E-01,0.00E+00
640.1,4.71E-01,1.93E-01,0.00E+00
640.2,4.69E-01,1.93E-01,0.00E+00
640.3,4.68E-01,1.92E-01,0.00E+00
640.4,4.66E-01,1.91E-01,0.00E+00
640.5,4.64E-01,1.90E-01,0.00E+00
640.6,4.62E-01,1.89E-01,0.00E+00
640.7,4.60E-01,1.88E-01,0.00E+00
640.8,4.58E-01,1.88E-01,0.00E+00
640.9,4.57E-01,1.87E-01,0.00E+00
641,4.55E-01,1.86E-01,0.00E+00
641.1,4.53E-01,1.85E-01,0.00E+00
641.2,4.51E-01,1.84E-01,0.00E+00
641.3,4.49E-01,1.83E-01,0.00E+00
641.4,4.48E-01,1.83E-01,0.00E+00
641.5,4.46E-01,1.82E-01,0.00E+00
641.6,4.44E-01,1.81E-01,0.00E+00
641.7,4.42E-01,1.80E-01,0.00E+00
641.8,4.40E-01,1.79E-01,0.00E+00
641.9,4.39E-01,1.79E-01,0.00E+00
642,4.37E-01,1.78E-01,0.00E+00
642.1,4.35E-01,1.77E-01,0.00E+00
642.2,4.33E-01,1.76E-01,0.00E+00
642.3,4.32E-01,1.75E-01,0.00E+00
642.4,4.30E-01,1.75E-01,0.00E+00
642.5,4.28E-01,1.74E-01,0.00E+00
642.6,4.26E-01,1.73E-01,0.00E+00
642.7,4.25E-01,1.72E-01,0.00E+00
642.8,4.23E-01,1.72E-01,0.00E+00
642.9,4.21E-01,1.71E-01,0.00E+00
643,4.19E-01,1.70E-01,0.00E+00
643.1,4.18E-01,1.69E-01,0.00E+00
643.2,4.16E-01,1.68E-01,0.00E+00
643.3,4.14E-01,1.68E-01,0.00E+00
643.4,4.12E-01,1.67E-01,0.00E+00
643.5,4.11E-01,1.66E-01,0.00E+00
643.6,4.09E-01,1.65E-01,0.00E+00
643.7,4.07E-01,1.65E-01,0.00E+00
643.8,4.05E-01,1.64E-01,0.00E+00
643.9,4.04E-01,1.63E-01,0.00E+00
644,4.02E-01,1.62E-01,0.00E+00
644.1,4.00E-01,1.62E-01,0.00E+00
644.2,3.98E-01,1.61E-01,0.00E+00
644.3,3.97E-01,1.60E-01,0.00E+00
644.4,3.95E-01,1.59E-01,0.00E+00
644.5,3.93E-01,1.58E-01,0.00E+00
644.6,3.91E-01,1.58E-01,0.00E+00
644.7,3.90E-01,1.57E-01,0.00E+00
644.8,3.88E-01,1.56E-01,0.00E+00
644.9,3.86E-01,1.55E-01,0.00E+00
645,3.84E-01,1.55E-01,0.00E+00
645.1,3.83E-01,1.54E-01,0.00E+00
645.2,3.81E-01,1.53E-01,0.00E+00
645.3,3.79E-01,1.52E-01,0.00E+00
645.4,3.78E-01,1.52E-01,0.00E+00
645.5,3.76E-01,1.51E-01,0.00E+00
645.6,3.74E-01,1.50E-01,0.00E+00
645.7,3.72E-01,1.50E-01,0.00E+00
645.8,3.71E-01,1.49E-01,0.00E+00
645.9,3.69E-01,1.48E-01,0.00E+00
646,3.67E-01,1.47E-01,0.00E+00
646.1,3.65E-01,1.47E-01,0.00E+00
646.2,3.64E-01,1.46E-01,0.00E+00
646.3,3.62E-01,1.45E-01,0.00E+00
646.4,3.60E-01,1.44E-01,0.00E+00
646.5,3.58E-01,1.44E-01,0.00E+00
646.6,3.57E-01,1.43E-01,0.00E+00
646.7,3.55E-01,1.42E-01,0.00E+00
646.8,3.53E-01,1.41E-01,0.00E+00
646.9,3.51E-01,1.41E-01,0.00E+00
647,3.50E-01,1.40E-01,0.00E+00
647.1,3.48E-01,1.39E-01,0.00E+00
647.2,3.46E-01,1.39E-01,0.00E+00
647.3,3.45E-01,1.38E-01,0.00E+00
647.4,3.43E-01,1.37E-01,0.00E+00
647.5,3.41E-01,1.36E-01,0.00E+00
647.6,3.39E-01,1.36E-01,0.00E+00
647.7,3.38E-01,1.35E-01,0.00E+00
647.8,3.36E-01,1.34E-01,0.00E+00
647.9,3.34E-01,1.34E-01,0.00E+00
648,3.33E-01,1.33E-01,0.00E+00
648.1,3.31E-01,1.32E-01,0.00E+00
648.2,3.29E-01,1.32E-01,0.00E+00
648.3,3.28E-01,1.31E-01,0.00E+00
648.4,3.26E-01,1.30E-01,0.00E+00
648.5,3.24E-01,1.29E-01,0.00E+00
648.6,3.23E-01,1.29E-01,0.00E+00
648.7,3.21E-01,1.28E-01,0.00E+00
648.8,3.19E-01,1.27E-01,0.00E+00
648.9,3.18E-01,1.27E-01,0.00E+00
649,3.16E-01,1.26E-01,0.00E+00
649.1,3.14E-01,1.25E-01,0.00E+00
649.2,3.13E-01,1.25E-01,0.00E+00
649.3,3.11E-01,1.24E-01,0.00E+00
649.4,3.09E-01,1.23E-01,0.00E+00
649.5,3.08E-01,1.23E-01,0.00E+00
649.6,3.06E-01,1.22E-01,0.00E+00
649.7,3.05E-01,1.21E-01,0.00E+00
649.8,3.03E-01,1.21E-01,0.00E+00
649.9,3.01E-01,1.20E-01,0.00E+00
650,3.00E-01,1.19E-01,0.00E+00
650.1,2.98E-01,1.19E-01,0.00E+00
650.2,2.97E-01,1.18E-01,0.00E+00
650.3,2.95E-01,1.17E-01,0.00E+00
650.4,2.93E-01,1.17E-01,0.00E+00
650.5,2.92E-01,1.16E-01,0.00E+00
650.6,2.90E-01,1.15E-01,0.00E+00
650.7,2.89E-01,1.15E-01,0.00E+00
650.8,2.87E-01,1.14E-01,0.00E+00
650.9,2.86E-01,1.14E-01,0.00E+00
651,2.84E-01,1.13E-01,0.00E+00
651.1,2.83E-01,1.12E-01,0.00E+00
651.2,2.81E-01,1.12E-01,0.00E+00
651.3,2.80E-01,1.11E-01,0.00E+00
651.4,2.78E-01,1.10E-01,0.00E+00
651.5,2.77E-01,1.10E-01,0.00E+00
651.6,2.75E-01,1.09E-01,0.00E+00
651.7,2.74E-01,1.09E-01,0.00E+00
651.8,2.72E-01,1.08E-01,0.00E+00
651.9,2.71E-01,1.07E-01,0.00E+00
652,2.69E-01,1.07E-01,0.00E+00
652.1,2.68E-01,1.06E-01,0.00E+00
652.2,2.66E-01,1.06E-01,0.00E+00
652.3,2.65E-01,1.05E-01,0.00E+00
652.4,2.63E-01,1.04E-01,0.00E+00
652.5,2.62E-01,1.04E-01,0.00E+00
652.6,2.60E-01,1.03E-01,0.00E+00
652.7,2.59E-01,1.03E-01,0.00E+00
652.8,2.58E-01,1.02E-01,0.00E+00
652.9,2.56E-01,1.01E-01,0.00E+00
653,2.55E-01,1.01E-01,0.00E+00
653.1,2.53E-01,1.00E-01,0.00E+00
653.2,2.52E-01,9.97E-02,0.00E+00
653.3,2.51E-01,9.91E-02,0.00E+00
653.4,2.49E-01,9.85E-02,0.00E+00
653.5,2.48E-01,9.80E-02,0.00E+00
653.6,2.46E-01,9.74E-02,0.00E+00
653.7,2.45E-01,9.68E-02,0.00E+00
653.8,2.44E-01,9.63E-02,0.00E+00
653.9,2.42E-01,9.57E-02,0.00E+00
654,2.41E-01,9.52E-02,0.00E+00
654.1,2.40E-01,9.46E-02,0.00E+00
654.2,2.38E-01,9.41E-02,0.00E+00
654.3,2.37E-01,9.35E-02,0.00E+00
654.4,2.36E-01,9.30E-02,0.00E+00
654.5,2.34E-01,9.24E-02,0.00E+00
654.6,2.33E-01,9.19E-02,0.00E+00
654.7,2.32E-01,9.14E-02,0.00E+00
654.8,2.30E-01,9.08E-02,0.00E+00
654.9,2.29E-01,9.03E-02,0.00E+00
655,2.28E-01,8.98E-02,0.00E+00
655.1,2.26E-01,8.93E-02,0.00E+00
655.2,2.25E-01,8.88E-02,0.00E+00
655.3,2.24E-01,8.82E-02,0.00E+00
655.4,2.23E-01,8.77E-02,0.00E+00
655.5,2.21E-01,8.72E-02,0.00E+00
655.6,2.20E-01,8.67E-02,0.00E+00
655.7,2.19E-01,8.62E-02,0.00E+00
655.8,2.18E-01,8.57E-02,0.00E+00
655.9,2.16E-01,8.52E-02,0.00E+00
656,2.15E-01,8.47E-02,0.00E+00
656.1,2.14E-01,8.42E-02,0.00E+00
656.2,2.13E-01,8.37E-02,0.00E+00
656.3,2.12E-01,8.32E-02,0.00E+00
656.4,2.10E-01,8.27E-02,0.00E+00
656.5,2.09E-01,8.22E-02,0.00E+00
656.6,2.08E-01,8.18E-02,0.00E+00
656.7,2.07E-01,8.13E-02,0.00E+00
656.8,2.06E-01,8.08E-02,0.00E+00
656.9,2.04E-01,8.03E-02,0.00E+00
657,2.03E-01,7.98E-02,0.00E+00
657.1,2.02E-01,7.94E-02,0.00E+00
657.2,2.01E-01,7.89E-02,0.00E+00
657.3,2.00E-01,7.84E-02,0.00E+00
657.4,1.99E-01,7.80E-02,0.00E+00
657.5,1.98E-01,7.75E-02,0.00E+00
657.6,1.96E-01,7.70E-02,0.00E+00
657.7,1.95E-01,7.66E-02,0.00E+00
657.8,1.94E-01,7.61E-02,0.00E+00
657.9,1.93E-01,7.57E-02,0.00E+00
658,1.92E-01,7.52E-02,0.00E+00
658.1,1.91E-01,7.48E-02,0.00E+00
658.2,1.90E-01,7.43E-02,0.00E+00
658.3,1.89E-01,7.39E-02,0.00E+00
658.4,1.88E-01,7.35E-02,0.00E+00
658.5,1.86E-01,7.30E-02,0.00E+00
658.6,1.85E-01,7.26E-02,0.00E+00
658.7,1.84E-01,7.21E-02,0.00E+00
658.8,1.83E-01,7.17E-02,0.00E+00
658.9,1.82E-01,7.13E-02,0.00E+00
659,1.81E-01,7.09E-02,0.00E+00
659.1,1.80E-01,7.04E-02,0.00E+00
659.2,1.79E-01,7.00E-02,0.00E+00
659.3,1.78E-01,6.96E-02,0.00E+00
659.4,1.77E-01,6.92E-02,0.00E+00
659.5,1.76E-01,6.88E-02,0.00E+00
659.6,1.75E-01,6.83E-02,0.00E+00
659.7,1.74E-01,6.79E-02,0.00E+00
659.8,1.73E-01,6.75E-02,0.00E+00
659.9,1.72E-01,6.71E-02,0.00E+00
660,1.71E-01,6.67E-02,0.00E+00
660.1,1.70E-01,6.63E-02,0.00E+00
660.2,1.69E-01,6.59E-02,0.00E+00
660.3,1.68E-01,6.55E-02,0.00E+00
660.4,1.67E-01,6.51E-02,0.00E+00
660.5,1.66E-01,6.47E-02,0.00E+00
660.6,1.65E-01,6.43E-02,0.00E+00
660.7,1.64E-01,6.39E-02,0.00E+00
660.8,1.63E-01,6.35E-02,0.00E+00
660.9,1.62E-01,6.32E-02,0.00E+00
661,1.61E-01,6.28E-02,0.00E+00
661.1,1.60E-01,6.24E-02,0.00E+00
661.2,1.59E-01,6.20E-02,0.00E+00
661.3,1.58E-01,6.16E-02,0.00E+00
661.4,1.57E-01,6.13E-02,0.00E+00
661.5,1.56E-01,6.09E-02,0.00E+00
661.6,1.55E-01,6.05E-02,0.00E+00
661.7,1.54E-01,6.01E-02,0.00E+00
661.8,1.53E-01,5.98E-02,0.00E+00
661.9,1.53E-01,5.94E-02,0.00E+00
662,1.52E-01,5.90E-02,0.00E+00
662.1,1.51E-01,5.87E-02,0.00E+00
662.2,1.50E-01,5.83E-02,0.00E+00
662.3,1.49E-01,5.80E-02,0.00E+00
662.4,1.48E-01,5.76E-02,0.00E+00
662.5,1.47E-01,5.73E-02,0.00E+00
662.6,1.46E-01,5.69E-02,0.00E+00
662.7,1.45E-01,5.65E-02,0.00E+00
662.8,1.45E-01,5.62E-02,0.00E+00
662.9,1.44E-01,5.59E-02,0.00E+00
663,1.43E-01,5.55E-02,0.00E+00
663.1,1.42E-01,5.52E-02,0.00E+00
663.2,1.41E-01,5.48E-02,0.00E+00
663.3,1.40E-01,5.45E-02,0.00E+00
663.4,1.39E-01,5.41E-02,0.00E+00
663.5,1.39E-01,5.38E-02,0.00E+00
663.6,1.38E-01,5.35E-02,0.00E+00
663.7,1.37E-01,5.31E-02,0.00E+00
663.8,1.36E-01,5.28E-02,0.00E+00
663.9,1.35E-01,5.25E-02,0.00E+00
664,1.34E-01,5.22E-02,0.00E+00
664.1,1.34E-01,5.18E-02,0.00E+00
664.2,1.33E-01,5.15E-02,0.00E+00
664.3,1.32E-01,5.12E-02,0.00E+00
664.4,1.31E-01,5.09E-02,0.00E+00
664.5,1.30E-01,5.06E-02,0.00E+00
664.6,1.30E-01,5.02E-02,0.00E+00
664.7,1.29E-01,4.99E-02,0.00E+00
664.8,1.28E-01,4.96E-02,0.00E+00
664.9,1.27E-01,4.93E-02,0.00E+00
665,1.26E-01,4.90E-02,0.00E+00
665.1,1.26E-01,4.87E-02,0.00E+00
665.2,1.25E-01,4.84E-02,0.00E+00
665.3,1.24E-01,4.81E-02,0.00E+00
665.4,1.23E-01,4.78E-02,0.00E+00
665.5,1.23E-01,4.75E-02,0.00E+00
665.6,1.22E-01,4.72E-02,0.00E+00
665.7,1.21E-01,4.69E-02,0.00E+00
665.8,1.20E-01,4.66E-02,0.00E+00
665.9,1.20E-01,4.63E-02,0.00E+00
666,1.19E-01,4.60E-02,0.00E+00
666.1,1.18E-01,4.57E-02,0.00E+00
666.2,1.17E-01,4.54E-02,0.00E+00
666.3,1.17E-01,4.51E-02,0.00E+00
666.4,1.16E-01,4.49E-02,0.00E+00
666.5,1.15E-01,4.46E-02,0.00E+00
666.6,1.14E-01,4.43E-02,0.00E+00
666.7,1.14E-01,4.40E-02,0.00E+00
666.8,1.13E-01,4.37E-02,0.00E+00
666.9,1.12E-01,4.35E-02,0.00E+00
667,1.12E-01,4.32E-02,0.00E+00
667.1,1.11E-01,4.29E-02,0.00E+00
667.2,1.10E-01,4.26E-02,0.00E+00
667.3,1.10E-01,4.24E-02,0.00E+00
667.4,1.09E-01,4.21E-02,0.00E+00
667.5,1.08E-01,4.18E-02,0.00E+00
667.6,1.07E-01,4.16E-02,0.00E+00
667.7,1.07E-01,4.13E-02,0.00E+00
667.8,1.06E-01,4.10E-02,0.00E+00
667.9,1.05E-01,4.08E-02,0.00E+00
668,1.05E-01,4.05E-02,0.00E+00
668.1,1.04E-01,4.02E-02,0.00E+00
668.2,1.03E-01,4.00E-02,0.00E+00
668.3,1.03E-01,3.97E-02,0.00E+00
668.4,1.02E-01,3.95E-02,0.00E+00
668.5,1.02E-01,3.92E-02,0.00E+00
668.6,1.01E-01,3.90E-02,0.00E+00
668.7,1.00E-01,3.87E-02,0.00E+00
668.8,9.96E-02,3.85E-02,0.00E+00
668.9,9.90E-02,3.82E-02,0.00E+00
669,9.83E-02,3.80E-02,0.00E+00
669.1,9.77E-02,3.77E-02,0.00E+00
669.2,9.71E-02,3.75E-02,0.00E+00
669.3,9.65E-02,3.73E-02,0.00E+00
669.4,9.59E-02,3.70E-02,0.00E+00
669.5,9.53E-02,3.68E-02,0.00E+00
669.6,9.46E-02,3.65E-02,0.00E+00
669.7,9.40E-02,3.63E-02,0.00E+00
669.8,9.34E-02,3.61E-02,0.00E+00
669.9,9.28E-02,3.58E-02,0.00E+00
670,9.22E-02,3.56E-02,0.00E+00
670.1,9.17E-02,3.54E-02,0.00E+00
670.2,9.11E-02,3.51E-02,0.00E+00
670.3,9.05E-02,3.49E-02,0.00E+00
670.4,8.99E-02,3.47E-02,0.00E+00
670.5,8.93E-02,3.45E-02,0.00E+00
670.6,8.87E-02,3.42E-02,0.00E+00
670.7,8.82E-02,3.40E-02,0.00E+00
670.8,8.76E-02,3.38E-02,0.00E+00
670.9,8.70E-02,3.36E-02,0.00E+00
671,8.65E-02,3.33E-02,0.00E+00
671.1,8.59E-02,3.31E-02,0.00E+00
671.2,8.54E-02,3.29E-02,0.00E+00
671.3,8.48E-02,3.27E-02,0.00E+00
